SYMBOL,DELIV_PER
20MICRONS,43.26
21STCENMGM,98.5
360ONE,59.51
3IINFOLTD,65.68
3MINDIA,31.12
3PLAND,98.69
5PAISA,35.79
63MOONS,52.89
AAATECH,51.44
AADHARHFC,52.82
AAREYDRUGS,63.36
AARNAV,82.98
AARON,63.46
AARTECH,76.63
AARTIDRUGS,49.66
AARTIIND,56.23
AARTIPHARM,56.39
AARTISURF,85.95
AARVI,51.91
AAVAS,60.28
ABB,50.87
ABBOTINDIA,57.15
ABCAPITAL,41.79
ABCOTS,21.33
ABDL,49.25
ABFRL,66.97
ABGSEC,71.05
ABINFRA,47.27
ABLBL,82.87
ABREL,49.8
ABSL10BANK,97.62
ABSLAMC,48.2
ABSLBANETF,81.93
ABSLLIQUID,95.4
ABSLMSCIN,76.61
ABSLNN50ET,80.39
ABSLPSE,75.51
ACC,44.25
ACCELYA,68.9
ACCURACY,86.06
ACE,50.64
ACEINTEG,59.41
ACI,46.91
ACL,53.01
ACMESOLAR,39.7
ACUTAAS,53.41
ADANIENSOL,23.43
ADANIENT,31.58
ADANIGREEN,34.88
ADANIPORTS,44.22
ADANIPOWER,43.8
ADFFOODS,53.26
ADL,88.0
ADOR,54.08
ADROITINFO,96.2
ADSL,46.59
ADVAIT,51.83
ADVANCE,62.73
ADVANIHOTR,62.67
ADVENTHTL,63.97
ADVENZYMES,54.81
AEGISLOG,57.13
AEGISVOPAK,47.14
AEQUS,56.89
AEROENTER,59.15
AEROFLEX,26.39
AERONEU,38.43
AETHER,57.89
AFCONS,28.83
AFFLE,58.97
AFFORDABLE,66.42
AFSL,66.19
AGARIND,66.09
AGARWALEYE,39.12
AGI,47.26
AGIIL,19.64
AGROPHOS,56.85
AHCL,32.62
AHLADA,71.92
AHLEAST,85.85
AHLUCONT,57.85
AIAENG,37.76
AIIL,22.28
AIRAN,73.49
AIROLAM,98.95
AJANTPHARM,49.42
AJAXENGG,58.32
AJMERA,53.85
AJOONI,63.8
AKASH,58.85
AKG,79.54
AKI,81.48
AKSHAR,79.91
AKSHARCHEM,71.02
AKSHOPTFBR,73.94
AKUMS,41.21
AKZOINDIA,55.44
ALANKIT,66.31
ALBERTDAVD,69.86
ALEMBICLTD,56.67
ALGOQUANT,49.94
ALICON,55.13
ALIVUS,59.42
ALKALI,68.4
ALKEM,57.79
ALKYLAMINE,47.83
ALLCARGO,59.98
ALLDIGI,58.12
ALLTIME,66.16
ALMONDZ,81.13
ALOKINDS,42.28
ALPA,68.08
ALPHA,48.15
ALPHAETF,80.19
ALPHAGEO,64.09
ALPL30IETF,71.78
AMAGI,60.8
AMANTA,64.13
AMBER,26.24
AMBICAAGAR,77.68
AMBIKCO,73.2
AMBUJACEM,41.88
AMDIND,49.79
AMJLAND,58.29
AMNPLST,85.55
AMRUTANJAN,63.67
ANANDRATHI,65.15
ANANTRAJ,42.2
ANDHRAPAP,60.28
ANDHRSUGAR,47.59
ANGELONE,37.03
ANIKINDS,84.72
ANMOL,70.67
ANTELOPUS,28.21
ANTGRAPHIC,75.59
ANTHEM,57.69
ANUHPHR,44.49
ANUP,44.67
ANURAS,65.44
AONEGOLD,75.48
AONELIQUID,81.67
AONENIFTY,71.16
AONESILVER,57.39
AONETMMQ50,66.03
AONETOTAL,58.35
APARINDS,38.28
APCL,49.39
APCOTEXIND,57.51
APEX,27.12
APLAPOLLO,47.3
APLLTD,50.05
APOLLO,34.09
APOLLOHOSP,59.53
APOLLOPIPE,5.55
APOLLOTYRE,57.77
APOLSINHOT,83.17
APTECHT,66.68
APTUS,66.37
AQYLON,80.17
ARCHIDPLY,64.76
ARCHIES,78.45
ARE&M,53.08
ARENTERP,70.7
ARFIN,35.79
ARIES,56.22
ARIHANTCAP,60.65
ARIHANTSUP,69.67
ARIS,56.48
ARKADE,63.46
ARMANFIN,57.05
AROGRANITE,59.74
ARROWGREEN,54.87
ARSSBL,53.57
ARTEMISMED,55.54
ARTNIRMAN,100.0
ARVIND,44.47
ARVINDFASN,65.26
ARVSMART,17.43
ASAHIINDIA,32.91
ASAHISONG,73.74
ASAL,65.39
ASALCBR,61.99
ASHAPURMIN,31.61
ASHIANA,60.29
ASHIMASYN,77.52
ASHOKA,35.06
ASHOKAMET,80.98
ASHOKLEY,61.93
ASIANENE,56.89
ASIANHOTNR,31.58
ASIANPAINT,51.15
ASIANTILES,20.61
ASKAUTOLTD,53.84
ASMS,62.03
ASPINWALL,73.22
ASTEC,46.6
ASTERDM,36.17
ASTRAL,35.33
ASTRAMICRO,50.59
ASTRAZEN,43.83
ASTRON,72.52
ATALREAL,7.4
ATAM,66.37
ATGL,12.25
ATHERENERG,34.26
ATL,51.92
ATLANTAA,64.56
ATLANTAELE,36.51
ATLASCYCLE,72.59
ATUL,55.79
ATULAUTO,38.87
AUBANK,55.51
AURIONPRO,45.29
AUROPHARMA,49.7
AURUM,57.81
AUTOAXLES,55.31
AUTOBEES,55.85
AUTOIETF,83.33
AUTOIND,47.83
AVADHSUGAR,39.69
AVALON,33.2
AVANTEL,31.7
AVANTIFEED,29.81
AVG,62.99
AVL,47.38
AVONMORE,42.66
AVROIND,43.34
AVTNPL,75.64
AWFIS,33.56
AWHCL,17.04
AWL,11.76
AXISBANK,60.06
AXISBNKETF,99.99
AXISBPSETF,84.02
AXISCADES,50.13
AXISCETF,88.56
AXISGOLD,67.91
AXISHCETF,84.9
AXISILVER,60.65
AXISNIFTY,91.14
AXISTECETF,65.43
AXISVALUE,56.03
AXSENSEX,85.68
AYE,35.62
AYMSYNTEX,43.14
AZAD,43.55
BAFNAPH,70.21
BAGFILMS,85.0
BAIDFIN,78.57
BAJAJ-AUTO,48.01
BAJAJCON,47.07
BAJAJELEC,27.52
BAJAJFINSV,57.9
BAJAJHCARE,44.89
BAJAJHFL,59.97
BAJAJHIND,29.61
BAJAJHLDNG,61.06
BAJAJINDEF,15.16
BAJEL,55.41
BAJFINANCE,58.45
BALAJEE,94.86
BALAJITELE,33.64
BALAMINES,45.32
BALAXI,65.76
BALKRISHNA,77.53
BALKRISIND,46.49
BALMLAWRIE,58.31
BALPHARMA,85.99
BALRAMCHIN,30.37
BALUFORGE,41.33
BANARBEADS,94.27
BANARISUG,86.9
BANCOINDIA,47.95
BANDHANBNK,43.1
BANG,44.27
BANKA,85.85
BANKADD,76.02
BANKBARODA,44.48
BANKBEES,75.17
BANKBETA,80.07
BANKBETF,77.14
BANKETF,86.22
BANKIETF,80.08
BANKINDIA,34.19
BANKNIFTY1,45.96
BANKPSU,89.2
BANSALWIRE,63.03
BANSWRAS,80.08
BASF,47.58
BASML,74.45
BATAINDIA,45.91
BAYERCROP,66.12
BBETF0432,91.87
BBL,55.54
BBNPNBETF,95.74
BBNPPGOLD,95.8
BBOX,41.99
BBTC,42.25
BBTCL,85.8
BCLIND,46.66
BCONCEPTS,46.02
BDL,29.05
BEARDSELL,88.64
BECTORFOOD,49.28
BEL,46.32
BELLACASA,56.67
BELRISE,56.6
BEML,34.81
BEPL,56.52
BERGEPAINT,75.24
BETA,61.05
BFINVEST,56.67
BFSI,44.77
BHAGCHEM,66.14
BHAGERIA,74.27
BHAGYANGR,44.03
BHANDARI,77.75
BHARATCOAL,28.1
BHARATFORG,45.68
BHARATGEAR,46.49
BHARATRAS,56.77
BHARATSE,38.07
BHARATWIRE,54.44
BHARTIARTL,66.55
BHARTIHEXA,45.28
BHEL,37.02
BIGBLOC,61.87
BIKAJI,28.92
BIL,60.54
BIOCON,49.6
BIOFILCHEM,57.47
BIRLACABLE,51.42
BIRLACORPN,71.6
BIRLAMONEY,50.15
BIRLANU,63.49
BLACKBUCK,54.18
BLAL,81.4
BLISSGVS,45.05
BLKASHYAP,60.3
BLS,38.13
BLSE,13.44
BLUECOAST,90.91
BLUEDART,36.97
BLUEJET,54.95
BLUESTARCO,29.92
BLUESTONE,22.99
BLUSPRING,73.12
