SYMBOL,DELIV_PER
20MICRONS,45.27
21STCENMGM,54.76
360ONE,59.49
3BBLACKBIO,49.61
3MINDIA,43.06
3PLAND,97.93
5PAISA,39.98
63MOONS,43.83
A2ZINFRA,68.79
AAATECH,79.48
AADHARHFC,52.66
AAKASH,71.48
AAREYDRUGS,52.46
AARON,66.05
AARTIDRUGS,54.24
AARTIIND,46.35
AARTIPHARM,45.0
AARVI,69.17
AASTHA,43.81
AAVAS,51.1
ABANSENT,64.98
ABB,57.68
ABBOTINDIA,65.97
ABCAPITAL,49.67
ABCOTS,57.21
ABDL,51.24
ABFRL,48.17
ABLBL,48.67
ABMKNO,87.1
ABREL,53.03
ABSL10BANK,84.82
ABSLAMC,47.67
ABSLBANETF,88.2
ABSLLIQUID,53.7
ABSLMSCIN,100.0
ABSLNN50ET,92.38
ABSLPSE,65.96
ACC,51.36
ACCELYA,66.75
ACE,36.9
ACEINTEG,88.69
ACGL,65.9
ACI,52.59
ACL,78.08
ACMESOLAR,46.95
ACUTAAS,56.96
ADANIENSOL,37.88
ADANIENT,36.86
ADANIGREEN,32.96
ADANIPORTS,55.5
ADANIPOWER,37.62
ADDIND,100.0
ADFFOODS,28.45
ADL,86.06
ADOR,41.46
ADROITINFO,74.36
ADSL,56.41
ADVAIT,52.27
ADVANCE,63.75
ADVANIHOTR,85.03
ADVENTHTL,59.93
ADVENZYMES,59.37
ADVIKCA,80.94
AEGISLOG,22.81
AEGISVOPAK,41.86
AEPL,71.91
AEQUS,43.71
AEROENTER,47.29
AEROFLEX,41.26
AERONEU,43.48
AEROPLANE,54.39
AETHER,43.75
AFCONS,59.58
AFFLE,43.68
AFFORDABLE,58.29
AFIL,76.34
AFSL,67.25
AGARIND,56.06
AGARWALEYE,73.49
AGI,44.83
AGIIL,10.88
AGL,28.37
AGRITECH,79.73
AGROPHOS,68.27
AHCL,44.13
AHLADA,73.38
AHLEAST,89.74
AHLUCONT,52.6
AIAENG,46.45
AIIL,40.93
AIRAN,61.6
AIROLAM,96.53
AJANTPHARM,42.29
AJAXENGG,62.84
AJMERA,49.38
AJOONI,86.94
AKASH,66.89
AKCAPIT,89.36
AKG,84.48
AKSHAR,56.6
AKUMS,51.35
ALANKIT,64.17
ALBERTDAVD,67.16
ALEMBICLTD,43.48
ALFREDHE,100.0
ALGOQUANT,34.2
ALICON,42.78
ALIVUS,45.85
ALKALI,38.17
ALKEM,65.11
ALKYLAMINE,39.99
ALLCARGO,20.73
ALLDIGI,79.04
ALLTIME,58.25
ALMONDZ,68.57
ALOKINDS,39.92
ALPA,49.0
ALPHA,48.41
ALPHAETF,61.07
ALPINETEX,48.45
ALPL30IETF,66.09
ALUFLUOR,60.64
AMAGI,50.7
AMAL,60.29
AMARJOTHI,86.37
AMBER,38.85
AMBICAAGAR,94.77
AMBIKCO,67.97
AMBUJACEM,43.92
AMDIND,61.48
AMJLAND,94.0
AMNPLST,56.6
AMRUTANJAN,58.55
ANANDRATHI,55.41
ANANTRAJ,56.67
ANDHRAPAP,18.24
ANDHRSUGAR,45.3
ANDREWYU,57.92
ANGELONE,38.08
ANIKINDS,75.79
ANMOL,42.42
ANNAPURNA,67.74
ANSALBU,83.36
ANTELOPUS,5.36
ANTGRAPHIC,84.39
ANTHEM,57.87
ANUHPHR,42.87
ANUP,51.34
ANURAS,76.43
AONEGOLD,47.57
AONELIQUID,77.26
AONENIFTY,80.19
AONESILVER,59.63
AONETMMQ50,57.16
AONETOTAL,71.38
APARINDS,36.51
APCL,79.07
APCOTEXIND,48.21
APEX,43.71
APLAPOLLO,55.61
APLLTD,48.56
APOLLO,29.09
APOLLOHOSP,45.59
APOLLOPIPE,37.98
APOLLOTYRE,46.27
APOLSINHOT,84.82
APOORVA,100.0
APTUS,52.47
AQYLON,40.54
ARCHIDPLY,51.02
ARCHIES,44.47
ARCL,65.64
ARDEE,48.3
ARE&M,44.4
ARENTERP,79.22
ARFIN,46.43
ARIHANT,72.46
ARIHANTCAP,56.92
ARIHANTSUP,76.23
ARIS,42.98
ARKADE,46.08
ARMANFIN,51.35
AROGRANITE,80.25
ARSSBL,60.96
ARTEMISMED,47.83
ARTNIRMAN,99.89
ARVEE,21.15
ARVIND,32.61
ARVINDFASN,54.9
ARVSMART,53.95
ARYAMAN,75.82
ASAHIINDIA,42.29
ASAL,50.08
ASALCBR,54.13
ASHAPURMIN,40.07
ASHIANA,64.39
ASHIMASYN,64.38
ASHOKA,43.96
ASHOKAMET,44.06
ASHOKLEY,41.5
ASIANENE,39.55
ASIANHOTNR,45.04
ASIANPAINT,59.76
ASIANTILES,35.86
ASIANTNE,70.69
ASKAUTOLTD,45.24
ASPINWALL,74.84
ASTAR,93.75
ASTEC,5.77
ASTERDM,71.64
ASTRAL,59.45
ASTRAMICRO,43.51
ASTRAZEN,39.04
ATALREAL,99.0
ATAM,66.19
ATGL,19.95
ATHERENERG,29.16
ATL,61.53
ATLANTAA,58.11
ATLANTAELE,45.14
ATLASCYCLE,47.84
ATUL,45.55
ATULAUTO,57.46
AUBANK,63.59
AUGMONT,22.22
AURIONPRO,62.53
AUROPHARMA,47.52
AURUM,49.87
AURUS,61.8
AUSOMENT,68.95
AUSTENG,83.57
AUTOAXLES,69.05
AUTOBEES,60.03
AUTOIETF,34.59
AUTOIND,38.74
AVADHSUGAR,50.16
AVALON,39.84
AVANCE,38.2
AVANTEL,41.71
AVANTIFEED,48.0
AVL,68.47
AVONMORE,65.12
AVROIND,67.82
AVTNPL,43.04
AWFIS,57.49
AWHCL,38.01
AWL,51.07
AXISBANK,72.82
AXISCADES,48.74
AXITA,28.63
AXTEL,54.52
AYE,42.02
AYMSYNTEX,64.72
AZAD,39.81
AZADIND,24.6
BAGFILMS,60.57
BAIDFIN,73.35
BAJAJ-AUTO,57.51
BAJAJCON,53.28
BAJAJELEC,47.71
BAJAJFINSV,65.35
BAJAJHCARE,57.94
BAJAJHFL,54.22
BAJAJHIND,34.35
BAJAJHLDNG,48.57
BAJAJINDEF,83.3
BAJAJST,59.26
BAJEL,46.9
BAJFINANCE,67.82
BALAJEE,59.8
BALAJITELE,57.5
BALAMINES,37.43
BALAXI,55.55
BALKRISHNA,68.91
BALKRISIND,61.49
BALMLAWRIE,68.92
BALPHARMA,38.45
BALRAMCHIN,19.7
BALUFORGE,31.55
BANARBEADS,87.08
BANARISUG,53.0
BANCOINDIA,43.88
BANDHANBNK,32.23
BANG,37.7
BANK10ADD,88.96
BANK10BETF,73.96
BANKA,56.0
BANKADD,85.91
BANKBARODA,63.39
BANKBEES,60.36
BANKBETA,58.24
BANKBETF,58.48
BANKETF,74.08
BANKIETF,58.59
BANKINDIA,48.53
BANKNIFTY1,66.2
BANKPSU,45.99
BANSALWIRE,59.83
BANSWRAS,65.3
BASF,48.12
BATAINDIA,53.3
BATLIBOI,46.67
BAYERCROP,58.69
BBETF0432,56.37
BBL,53.69
BBNPNBETF,81.88
BBNPPGOLD,15.52
BBOX,42.6
BBTC,40.73
BBTCL,59.64
BCG,33.15
BCLIND,58.75
BCONCEPTS,71.54
BCPL,72.0
BDL,32.87
BEARDSELL,82.35
BECTORFOOD,34.45
BEDMUTHA,98.56
BEEKAY,91.15
BEL,59.28
