SYMBOL,DELIV_PER
20MICRONS,74.97
21STCENMGM,100.0
360ONE,68.61
3IINFOLTD,52.89
3MINDIA,54.22
3PLAND,93.63
5PAISA,32.55
63MOONS,8.59
A2ZINFRA,75.32
AADHARHFC,67.77
AAKASH,74.37
AARON,25.32
AARTECH,60.7
AARTIDRUGS,55.6
AARTIIND,49.02
AARTIPHARM,64.27
AARTISURF,75.02
AARVI,32.41
AAVAS,56.98
ABB,55.79
ABBOTINDIA,60.47
ABCAPITAL,62.62
ABCOTS,9.64
ABDL,40.46
ABFRL,46.73
ABGSEC,61.79
ABINFRA,80.89
ABLBL,74.17
ABREL,65.48
ABSLAMC,57.81
ABSLBANETF,12.46
ABSLLIQUID,94.42
ABSLNN50ET,87.15
ABSLPSE,88.2
ACC,61.38
ACCELYA,52.92
ACCURACY,56.47
ACE,52.36
ACEINTEG,64.51
ACI,43.95
ACMESOLAR,50.39
ACUTAAS,34.73
ADANIENSOL,24.93
ADANIENT,21.81
ADANIGREEN,26.51
ADANIPORTS,41.5
ADANIPOWER,41.13
ADFFOODS,38.92
ADL,86.64
ADOR,74.53
ADROITINFO,87.13
ADSL,59.46
ADVANCE,33.08
ADVANIHOTR,60.48
ADVENTHTL,58.63
ADVENZYMES,52.38
AEGISLOG,43.34
AEGISVOPAK,64.61
AEROENTER,33.61
AEROFLEX,33.2
AERONEU,28.56
AETHER,50.8
AFCONS,48.83
AFFLE,53.79
AFFORDABLE,41.12
AFIL,55.09
AFSL,59.6
AGARIND,56.77
AGARWALEYE,23.85
AGI,56.99
AGIIL,45.88
AGRITECH,17.62
AGROPHOS,64.92
AHLADA,76.18
AHLEAST,57.14
AHLUCONT,48.74
AIAENG,50.86
AIIL,45.45
AIRAN,77.95
AIROLAM,72.83
AJANTPHARM,51.83
AJAXENGG,58.96
AJMERA,59.01
AJOONI,66.4
AKASH,65.45
AKG,81.05
AKI,82.57
AKSHARCHEM,83.12
AKSHOPTFBR,65.89
AKUMS,50.03
AKZOINDIA,41.3
ALANKIT,57.47
ALBERTDAVD,76.55
ALEMBICLTD,49.0
ALICON,65.2
ALIVUS,54.4
ALKALI,76.29
ALKEM,63.79
ALKYLAMINE,52.28
ALLCARGO,29.47
ALLDIGI,77.21
ALLTIME,94.41
ALMONDZ,32.08
ALOKINDS,53.43
ALPA,65.28
ALPHA,63.75
ALPHAETF,65.67
ALPHAGEO,67.82
ALPL30IETF,71.59
ALPSINDUS,94.61
AMANTA,53.37
AMBER,28.92
AMBICAAGAR,69.47
AMBIKCO,70.88
AMBUJACEM,52.98
AMDIND,65.98
AMJLAND,60.44
AMNPLST,65.59
AMRUTANJAN,64.06
ANANDRATHI,53.86
ANANTRAJ,40.26
ANDHRAPAP,63.58
ANDHRSUGAR,66.67
ANGELONE,37.37
ANIKINDS,67.61
ANMOL,59.87
ANTELOPUS,66.83
ANTGRAPHIC,59.62
ANTHEM,44.48
ANUHPHR,73.11
ANUP,62.0
ANURAS,55.18
AONEGOLD,69.35
AONELIQUID,95.62
AONENIFTY,51.44
AONETMMQ50,80.99
AONETOTAL,58.29
APARINDS,25.08
APCL,53.86
APCOTEXIND,60.44
APEX,24.15
APLAPOLLO,55.86
APLLTD,38.22
APOLLO,36.14
APOLLOHOSP,75.3
APOLLOPIPE,74.54
APOLLOTYRE,44.12
APOLSINHOT,83.82
APTECHT,39.86
APTUS,62.9
ARCHIDPLY,68.27
ARCHIES,75.71
ARE&M,49.67
ARENTERP,67.06
ARIES,67.68
ARIHANTCAP,24.78
ARIHANTSUP,59.69
ARISINFRA,33.84
ARKADE,50.77
ARMANFIN,54.54
AROGRANITE,67.05
ARROWGREEN,62.7
ARSSBL,32.81
ARTEMISMED,59.52
ARTNIRMAN,65.57
ARVEE,67.38
ARVIND,77.05
ARVINDFASN,46.95
ARVSMART,37.64
ASAHIINDIA,31.99
ASAHISONG,74.23
ASAL,52.32
ASALCBR,34.76
ASHAPURMIN,51.54
ASHIANA,57.26
ASHIMASYN,65.61
ASHOKA,17.66
ASHOKAMET,63.29
ASHOKLEY,31.63
ASIANENE,61.17
ASIANHOTNR,84.98
ASIANPAINT,63.16
ASIANTILES,49.66
ASKAUTOLTD,47.6
ASPINWALL,82.45
ASTEC,7.44
ASTERDM,51.1
ASTRAL,43.92
ASTRAMICRO,57.0
ASTRAZEN,42.59
ASTRON,75.05
ATALREAL,52.86
ATAM,56.96
ATGL,30.39
ATHERENERG,46.1
ATL,54.3
ATLANTAELE,33.88
ATLASCYCLE,64.84
ATUL,79.37
ATULAUTO,41.33
AUBANK,67.22
AURIGROW,58.75
AURIONPRO,42.73
AUROPHARMA,47.51
AURUM,68.89
AUSOMENT,59.2
AUTOAXLES,26.24
AUTOBEES,70.27
AUTOIETF,53.39
AUTOIND,49.44
AVADHSUGAR,69.99
AVALON,39.32
AVANTEL,32.64
AVANTIFEED,24.12
AVG,72.44
AVL,46.5
AVONMORE,20.18
AVROIND,50.17
AVTNPL,61.17
AWFIS,58.2
AWHCL,58.86
AWL,50.51
AXISBANK,50.81
AXISBNKETF,68.02
AXISBPSETF,57.36
AXISCETF,87.89
AXISGOLD,83.24
AXISHCETF,98.21
AXISILVER,81.31
AXISNIFTY,93.97
AXISTECETF,92.97
AXISVALUE,98.38
AXITA,33.01
AXSENSEX,92.29
AYMSYNTEX,74.55
AZAD,63.76
BAGFILMS,54.98
BAIDFIN,95.38
BAJAJ-AUTO,51.91
BAJAJCON,51.63
BAJAJELEC,50.74
BAJAJFINSV,62.44
BAJAJHCARE,12.01
BAJAJHFL,54.32
BAJAJHIND,51.45
BAJAJHLDNG,48.93
BAJAJINDEF,57.02
BAJEL,62.63
BAJFINANCE,61.32
BALAJEE,68.63
BALAJITELE,56.5
BALAMINES,47.05
BALAXI,48.82
BALKRISHNA,49.98
BALKRISIND,46.47
BALMLAWRIE,61.78
BALPHARMA,52.18
BALRAMCHIN,47.34
BALUFORGE,24.33
BANARBEADS,39.26
BANARISUG,53.09
BANCOINDIA,27.85
BANDHANBNK,23.73
BANG,49.16
BANKA,27.15
BANKBARODA,55.35
BANKBEES,48.98
BANKBETF,61.38
BANKETF,78.14
BANKETFADD,62.61
BANKIETF,49.51
BANKINDIA,41.52
BANKNIFTY1,68.9
BANKPSU,65.9
BANSALWIRE,44.09
BANSWRAS,82.62
BASF,50.17
BASML,60.28
BATAINDIA,55.7
BAYERCROP,38.14
BBETF0432,64.53
BBL,51.23
BBNPNBETF,78.88
BBNPPGOLD,59.18
BBOX,52.63
BBTC,49.35
BBTCL,73.14
BCG,47.43
BCLIND,62.13
BDL,28.79
BEARDSELL,56.58
BECTORFOOD,46.63
BEDMUTHA,35.73
BEL,53.69
BELLACASA,71.04
BELRISE,21.75
BEML,41.94
BEPL,48.2
BERGEPAINT,65.15
BESTAGRO,15.51
BETA,47.86
BFINVEST,49.46
BFSI,72.96
BHAGCHEM,11.55
BHAGERIA,54.06
BHANDARI,76.88
BHARATFORG,68.34
BHARATRAS,49.24
BHARATSE,43.5
BHARATWIRE,46.24
BHARTIARTL,72.61
BHARTIHEXA,87.13
BHEL,46.03
BIGBLOC,42.68
BIKAJI,61.01
BIL,14.28
BIOCON,59.15
BIOFILCHEM,34.53
BIRLACABLE,42.89
BIRLACORPN,49.38
BIRLAMONEY,70.28
BIRLANU,71.01
BLACKBUCK,49.5
BLAL,56.33
BLBLIMITED,86.21
BLISSGVS,24.71
BLKASHYAP,46.53
BLS,13.83
BLSE,27.42
BLUEDART,31.31
BLUEJET,43.92
BLUESTARCO,58.97
BLUESTONE,32.89
BLUSPRING,50.32
BMWVENTLTD,39.15
BODALCHEM,57.1
BOHRAIND,72.34
BOMDYEING,34.63
BORANA,56.73
BOROLTD,46.93
BORORENEW,57.93
BOROSCI,24.89
BOSCHLTD,65.76
BPCL,59.81
BPL,56.86
BRIGADE,59.19
BRIGHOTEL,71.16
BRITANNIA,76.12
BRNL,56.9
BROOKS,60.4
BSE,31.22
BSE500IETF,81.23
BSHSL,78.81
BSL,32.12
BSLGOLDETF,53.23
BSLNIFTY,82.28
BSLSENETFG,57.28
BSOFT,51.23
BTML,41.91
BUTTERFLY,54.21
BYKE,22.72
CALSOFT,70.25
CAMLINFINE,57.84
CAMPUS,30.13
CAMS,66.69
CANBK,53.28
CANFINHOME,69.42
CANHLIFE,51.5
CANTABIL,44.04
CAPACITE,51.84
CAPILLARY,9.66
CAPITALSFB,40.92
CAPLIPOINT,37.58
CAPTRUST,48.2
CARBORUNIV,49.47
CARERATING,64.32
CARRARO,34.65
CARTRADE,31.27
CARYSIL,40.83
CASHIETF,72.1
CASTROLIND,52.64
CCHHL,62.3
CCL,42.92
CDSL,32.76
CEATLTD,36.45
CEIGALL,30.09
CELEBRITY,80.13
CELLO,56.84
CEMPRO,42.05
CENTENKA,64.02
CENTRALBK,42.37
CENTRUM,59.98
CENTUM,49.19
CENTURYPLY,51.4
CERA,92.87
CESC,51.49
CEWATER,53.99
CGCL,62.62
CGPOWER,58.18
CHALET,76.95
CHAMBLFERT,58.01
CHEMBOND,75.94
CHEMBONDCH,69.74
CHEMCON,44.44
CHEMFAB,39.77
CHEMICAL,93.48
CHEMPLASTS,32.91
CHENNPETRO,20.53
CHEVIOT,75.0
CHOICEGOLD,75.75
CHOICEIN,42.61
CHOLAFIN,62.59
CHOLAHLDNG,81.44
CIEINDIA,57.37
CIFL,53.24
CIGNITITEC,52.6
CINELINE,64.96
CINEVISTA,48.89
CIPLA,67.93
CLEAN,83.42
CLSEL,61.86
CMSINFO,54.58
COALINDIA,61.55
COASTCORP,74.87
COCHINSHIP,29.57
COFORGE,50.98
COHANCE,53.71
COLPAL,58.51
COMMOIETF,69.04
COMPUSOFT,74.57
CONCOR,58.71
CONCORDBIO,52.73
CONFIPET,62.92
CONS,95.06
CONSOFINVT,59.39
CONSUMBEES,80.14
CONSUMER,93.39
CONSUMIETF,79.6
CONTROLPR,43.89
CORALFINAC,80.57
CORDSCABLE,32.31
COROMANDEL,67.21
COSMOFIRST,41.89
COUNCODOS,80.96
CPCAP,74.39
CPEDU,58.61
CPPLUS,45.69
CPSEETF,64.7
CRAFTSMAN,51.57
CRAMC,54.9
CREATIVE,57.81
CREATIVEYE,63.12
CREDITACC,45.9
CREST,28.23
CRISIL,60.57
CRIZAC,40.99
CROMPTON,49.83
CROWN,72.2
CSBBANK,56.19
CSLFINANCE,59.38
CTE,59.09
CUB,50.89
CUBEXTUB,70.47
CUMMINSIND,61.18
CUPID,33.87
CYIENT,54.08
CYIENTDLM,53.44
DABUR,63.07
DALBHARAT,70.96
DALMIASUG,70.04
DAMCAPITAL,43.66
DAMODARIND,48.37
DANGEE,84.07
DATAMATICS,37.52
DATAPATTNS,12.08
DAVANGERE,56.18
DBCORP,55.46
DBEIL,62.87
DBL,26.09
DBOL,38.67
DBREALTY,52.68
DBSTOCKBRO,20.46
DCAL,61.24
DCBBANK,68.26
DCI,44.55
DCM,83.7
DCMFINSERV,85.19
DCMNVL,49.96
DCMSHRIRAM,29.9
DCMSRIND,58.27
DCW,50.36
DCXINDIA,48.87
DDEVPLSTIK,57.57
DECCANCE,40.28
DEEDEV,70.27
DEEPAKFERT,44.15
DEEPAKNTR,42.96
DEEPINDS,59.99
DELHIVERY,65.44
DELPHIFX,44.67
DELTACORP,54.0
DELTAMAGNT,76.46
DEN,53.45
DENORA,80.95
DENTA,46.01
DEVIT,47.86
DEVX,57.57
DEVYANI,66.42
DGCONTENT,70.82
DHAMPURSUG,41.06
DHANBANK,63.86
DHANUKA,54.9
DHARMAJ,59.4
DHRUV,59.73
DHUNINV,56.46
DIACABS,38.91
DIAMINESQ,64.37
DIAMONDYD,57.91
DICIND,78.63
DIFFNKG,44.61
DIGIDRIVE,74.4
DIGITIDE,72.92
DIL,78.88
DISHTV,57.05
DIVGIITTS,55.55
DIVISLAB,58.6
DIVOPPBEES,76.76
DIXON,43.6
DJML,44.45
DLF,62.57
DLINKINDIA,50.03
DMART,63.28
DMCC,60.29
DNAMEDIA,87.98
DODLA,48.66
DOLATALGO,55.12
DOLLAR,65.72
DOLPHIN,65.14
DOMS,55.75
DONEAR,45.88
DPABHUSHAN,26.11
DPSCLTD,81.08
DPWIRES,54.12
DRCSYSTEMS,78.46
DREAMFOLKS,40.69
DREDGECORP,14.12
DRREDDY,70.96
DSSL,54.01
DTIL,91.49
DUCON,64.04
DVL,54.62
DWARKESH,47.94
DYCL,50.42
DYNAMATECH,30.42
DYNPRO,66.9
E2E,55.03
EASEMYTRIP,40.6
EBANKNIFTY,98.58
EBBETF0430,83.84
EBBETF0431,86.76
EBBETF0433,58.1
EBGNG,60.43
ECAPINSURE,89.66
ECLERX,44.02
ECOSMOBLTY,35.21
EDELWEISS,50.65
EFCIL,55.35
EGOLD,65.46
EICHERMOT,55.6
EIDPARRY,72.2
EIEL,39.34
EIFFL,73.18
EIHAHOTELS,56.59
EIHOTEL,74.52
EIMCOELECO,57.59
EKC,41.43
ELDEHSG,85.16
ELECON,45.79
ELECTCAST,43.02
ELECTHERM,58.57
ELGIEQUIP,52.07
ELIN,65.73
ELIQUID,100.0
ELLEN,49.39
ELM250,99.57
EMAMILTD,46.7
EMAMIPAP,71.85
EMAMIREAL,70.32
EMBDL,49.76
EMCURE,43.34
EMIL,49.63
EMMBI,67.54
EMMVEE,33.7
EMSLIMITED,60.14
EMUDHRA,70.77
EMULTIMQ,97.57
ENDURANCE,50.44
ENERGY,98.03
ENERGYDEV,58.68
