SYMBOL,DELIV_PER
20MICRONS,32.94
21STCENMGM,100.0
360ONE,59.03
3BBLACKBIO,54.19
3IINFOLTD,53.12
3MINDIA,47.07
3PLAND,47.11
5PAISA,59.14
63MOONS,43.56
A2ZINFRA,76.4
AAATECH,39.45
AADHARHFC,56.82
AAKASH,62.4
AARNAV,40.23
AARON,18.67
AARTIDRUGS,54.51
AARTIIND,42.73
AARTIPHARM,52.02
AARTISURF,53.71
AARVI,39.49
AASTHA,5.92
AAVAS,49.1
ABB,46.32
ABBOTINDIA,52.14
ABCAPITAL,44.37
ABCOTS,54.98
ABDL,43.94
ABFRL,43.68
ABGSEC,100.0
ABINFRA,34.34
ABLBL,54.59
ABMINTLLTD,60.24
ABMKNO,63.23
ABREL,36.28
ABSL10BANK,98.5
ABSLAMC,48.16
ABSLBANETF,67.17
ABSLLIQUID,95.28
ABSLMSCIN,100.0
ABSLNN50ET,73.29
ABSLPSE,82.33
ACC,35.54
ACCELYA,58.8
ACE,39.09
ACEINTEG,68.95
ACI,50.35
ACL,44.74
ACMESOLAR,47.68
ACSTECH,74.99
ACUTAAS,32.38
ADANIENSOL,50.99
ADANIENT,26.01
ADANIGREEN,28.67
ADANIPORTS,63.74
ADANIPOWER,36.11
ADFFOODS,42.86
ADL,94.52
ADOR,53.31
ADROITINFO,65.32
ADSL,44.42
ADVAIT,52.75
ADVANCE,68.63
ADVANIHOTR,33.23
ADVENTHTL,35.95
ADVENZYMES,56.62
AEGISLOG,34.79
AEGISVOPAK,39.47
AEPL,94.77
AEQUS,41.74
AEROENTER,44.71
AEROFLEX,41.46
AERONEU,19.57
AEROPLANE,63.36
AETHER,45.92
AFCONS,52.2
AFFLE,41.62
AFIL,56.89
AFSL,66.78
AGARIND,56.1
AGARWALEYE,69.81
AGI,44.81
AGIIL,18.56
AGL,77.99
AGROPHOS,92.94
AHCL,47.93
AHLADA,60.0
AHLEAST,68.79
AHLUCONT,50.86
AIAENG,60.23
AIIL,41.06
AIRAN,84.01
AIROLAM,88.03
AJANTPHARM,51.83
AJAXENGG,49.36
AJMERA,50.54
AJOONI,70.64
AKASH,83.29
AKCAPIT,86.49
AKG,28.27
AKI,76.46
AKSHAR,94.43
AKUMS,48.45
ALANKIT,78.84
ALBERTDAVD,65.81
ALEMBICLTD,53.86
ALGOQUANT,24.97
ALICON,62.88
ALIVUS,47.0
ALKEM,57.19
ALKYLAMINE,40.16
ALLCARGO,46.32
ALLDIGI,52.59
ALLTIME,48.09
ALMONDZ,82.16
ALOKINDS,57.11
ALPA,39.33
ALPHA,55.94
ALPHAETF,62.49
ALPHAGEO,50.34
ALPL30IETF,60.03
AMAGI,24.18
AMBALALSA,69.65
AMBER,30.97
AMBICAAGAR,87.63
AMBIKCO,63.49
AMBUJACEM,33.48
AMDIND,56.89
AMJLAND,64.49
AMNPLST,38.49
AMRUTANJAN,66.57
ANANDRATHI,50.41
ANANTRAJ,44.08
ANDHRAPAP,57.5
ANDHRSUGAR,50.95
ANGELONE,46.29
ANIKINDS,62.27
ANMOL,78.34
ANTELOPUS,49.06
ANTGRAPHIC,92.19
ANTHEM,64.22
ANUHPHR,63.8
ANUP,63.4
ANURAS,70.17
AONEGOLD,50.7
AONELIQUID,50.14
AONENIFTY,75.23
AONESILVER,57.32
AONETMMQ50,85.82
AONETOTAL,64.49
APARINDS,22.64
APCL,64.08
APCOTEXIND,48.49
APEX,45.65
APLAPOLLO,52.93
APLLTD,49.54
APOLLO,25.97
APOLLOHOSP,53.77
APOLLOPIPE,46.23
APOLLOTYRE,49.33
APOLSINHOT,75.14
APTUS,50.9
AQYLON,47.32
ARCHIDPLY,80.03
ARCHIES,58.51
ARE&M,50.92
ARENTERP,26.67
ARFIN,15.5
ARIES,72.03
ARIHANT,61.33
ARIHANTCAP,39.63
ARIHANTSUP,64.43
ARIS,35.93
ARKADE,29.55
ARMANFIN,56.97
AROGRANITE,57.64
ARSSBL,53.48
ARTEMISMED,59.72
ARTNIRMAN,93.82
ARVEE,91.3
ARVIND,47.42
ARVINDFASN,45.93
ARVSMART,59.06
ASAHIINDIA,61.62
ASAHISONG,47.68
ASAL,45.97
ASALCBR,49.93
ASHAPURMIN,47.68
ASHIANA,39.95
ASHIKAG,70.88
ASHIMASYN,34.35
ASHOKA,35.93
ASHOKAMET,73.67
ASHOKLEY,53.3
ASIANENE,31.71
ASIANHOTNR,44.65
ASIANPAINT,38.0
ASIANTILES,10.92
ASKAUTOLTD,54.53
ASPINWALL,82.52
ASTAR,47.06
ASTEC,53.83
ASTERDM,64.78
ASTRAL,34.16
ASTRAMICRO,42.38
ASTRAZEN,55.34
ATALREAL,24.28
ATAM,27.61
ATGL,28.88
ATHERENERG,32.22
ATL,58.51
ATLANTAA,46.0
ATLANTAELE,51.55
ATLASCYCLE,79.22
ATUL,26.45
ATULAUTO,50.42
AUBANK,43.07
AURIONPRO,48.42
AUROPHARMA,51.76
AURUM,48.88
AURUS,81.24
AUTOAXLES,59.68
AUTOBEES,58.96
AUTOIETF,68.0
AVADHSUGAR,48.53
AVALON,38.43
AVANTEL,35.17
AVANTIFEED,38.89
AVL,46.68
AVONMORE,77.15
AVROIND,56.07
AVTNPL,62.41
AWFIS,23.64
AWHCL,48.2
AWL,47.16
