SYMBOL,DELIV_PER
20MICRONS,60.55
21STCENMGM,78.55
360ONE,55.72
3IINFOLTD,59.97
3MINDIA,55.6
3PLAND,64.87
5PAISA,67.19
63MOONS,50.7
AAATECH,85.6
AADHARHFC,59.36
AAKASH,83.04
AARON,47.79
AARTECH,54.46
AARTIDRUGS,28.31
AARTIIND,45.8
AARTIPHARM,51.03
AARTISURF,62.87
AARVI,55.68
AAVAS,47.27
ABB,61.0
ABBOTINDIA,58.43
ABCAPITAL,44.35
ABCOTS,33.57
ABDL,50.98
ABFRL,39.35
ABGSEC,99.76
ABINFRA,35.06
ABLBL,47.22
ABREL,56.37
ABSLAMC,56.54
ABSLBANETF,94.56
ABSLLIQUID,62.3
ABSLNN50ET,72.22
ABSLPSE,67.89
ACC,69.89
ACCELYA,60.86
ACCURACY,62.63
ACE,42.58
ACEINTEG,89.86
ACI,49.51
ACLGATI,32.21
ACMESOLAR,37.48
ACUTAAS,58.71
ADANIENSOL,37.75
ADANIENT,23.83
ADANIGREEN,22.93
ADANIPORTS,56.33
ADANIPOWER,27.76
ADFFOODS,35.61
ADL,33.8
ADOR,55.9
ADROITINFO,69.79
ADSL,31.79
ADVANIHOTR,59.31
ADVENZYMES,54.13
AEGISLOG,29.85
AEGISVOPAK,60.1
AEROENTER,33.87
AEROFLEX,43.87
AERONEU,47.13
AETHER,51.42
AFCONS,49.22
AFFLE,40.42
AFFORDABLE,77.81
AFIL,33.32
AFSL,56.83
AGARIND,55.42
AGARWALEYE,43.95
AGI,46.69
AGIIL,47.5
AGRITECH,65.59
AHLADA,62.63
AHLEAST,43.0
AHLUCONT,71.05
AIAENG,90.13
AIIL,51.41
AIRAN,77.76
AIROLAM,67.34
AJANTPHARM,62.42
AJAXENGG,46.69
AJMERA,59.89
AJOONI,63.46
AKASH,54.18
AKG,85.64
AKSHAR,77.96
AKSHARCHEM,78.71
AKSHOPTFBR,74.7
AKUMS,44.55
AKZOINDIA,57.46
ALANKIT,82.95
ALBERTDAVD,62.58
ALEMBICLTD,50.5
ALICON,47.12
ALIVUS,45.77
ALKALI,73.44
ALKEM,55.27
ALKYLAMINE,47.61
ALLCARGO,34.61
ALLDIGI,54.1
ALLTIME,44.96
ALMONDZ,69.38
ALOKINDS,46.22
ALPA,65.77
ALPHA,75.34
ALPHAETF,78.98
ALPHAGEO,48.13
ALPL30IETF,55.87
AMANTA,42.68
AMBER,46.36
AMBICAAGAR,77.16
AMBIKCO,55.97
AMBUJACEM,60.16
AMDIND,36.1
AMJLAND,66.61
AMNPLST,55.42
AMRUTANJAN,55.81
ANANDRATHI,30.97
ANANTRAJ,21.9
ANDHRAPAP,12.48
ANDHRSUGAR,52.22
ANGELONE,38.2
ANIKINDS,70.22
ANMOL,89.94
ANTELOPUS,74.11
ANTGRAPHIC,80.57
ANTHEM,60.12
ANUHPHR,24.88
ANUP,44.55
ANURAS,53.2
AONEGOLD,91.49
AONELIQUID,83.46
AONENIFTY,84.0
AONETOTAL,45.43
APARINDS,63.35
APCOTEXIND,47.59
APEX,45.39
APLAPOLLO,49.84
APLLTD,86.67
APOLLO,26.02
APOLLOHOSP,73.68
APOLLOPIPE,71.97
APOLLOTYRE,68.16
APOLSINHOT,58.37
APTECHT,46.4
APTUS,57.83
ARCHIDPLY,68.98
ARCHIES,80.69
ARE&M,51.69
ARENTERP,43.09
ARIES,58.05
ARIHANTCAP,44.01
ARIHANTSUP,10.96
ARISINFRA,44.22
ARKADE,42.63
ARMANFIN,55.36
AROGRANITE,81.12
ARROWGREEN,59.07
ARSSBL,42.04
ARTEMISMED,55.76
ARVEE,78.43
ARVIND,31.19
ARVINDFASN,56.62
ARVSMART,63.13
ASAHIINDIA,57.29
ASAHISONG,49.47
ASAL,11.07
ASALCBR,45.48
ASHAPURMIN,37.97
ASHIANA,51.02
ASHIMASYN,81.4
ASHOKA,43.4
ASHOKAMET,71.4
ASHOKLEY,56.69
ASIANENE,49.15
ASIANHOTNR,10.09
