SYMBOL,DELIV_PER
20MICRONS,40.0
21STCENMGM,63.0
360ONE,49.26
3IINFOLTD,63.52
3MINDIA,49.89
3PLAND,60.41
5PAISA,50.94
63MOONS,41.76
A2ZINFRA,75.24
AADHARHFC,70.02
AAKASH,70.06
AAREYDRUGS,61.66
AARON,57.29
AARTECH,67.89
AARTIDRUGS,58.88
AARTIIND,38.73
AARTIPHARM,38.66
AARTISURF,59.75
AARVI,30.39
AAVAS,68.78
ABB,58.49
ABBOTINDIA,39.38
ABCAPITAL,54.38
ABCOTS,30.03
ABDL,39.87
ABFRL,33.43
ABGSEC,100.0
ABINFRA,53.84
ABLBL,49.73
ABMINTLLTD,36.39
ABREL,47.37
ABSLAMC,60.98
ABSLBANETF,96.88
ABSLLIQUID,82.91
ABSLNN50ET,84.99
ABSLPSE,79.46
ACC,49.41
ACCELYA,58.93
ACCURACY,75.34
ACE,33.77
ACEINTEG,57.64
ACI,54.46
ACL,59.1
ACMESOLAR,45.39
ACUTAAS,60.88
ADANIENSOL,37.29
ADANIENT,25.93
ADANIGREEN,37.27
ADANIPORTS,47.48
ADANIPOWER,35.73
ADFFOODS,46.91
ADL,67.89
ADOR,46.92
ADROITINFO,86.48
ADSL,49.44
ADVAIT,28.73
ADVANCE,31.3
ADVANIHOTR,63.53
ADVENTHTL,51.57
ADVENZYMES,50.18
AEGISLOG,55.42
AEGISVOPAK,43.4
AEQUS,50.2
AEROENTER,28.14
AEROFLEX,26.78
AERONEU,73.54
AETHER,41.2
AFCONS,44.51
AFFLE,47.68
AFFORDABLE,45.45
AFIL,74.61
AFSL,64.28
AGARIND,51.96
AGARWALEYE,50.78
AGI,47.53
AGIIL,61.57
AGROPHOS,70.82
AHCL,59.8
AHLADA,59.73
AHLEAST,87.86
AHLUCONT,64.62
AIAENG,65.28
AIIL,56.45
AIRAN,27.96
AIROLAM,63.38
AJANTPHARM,63.51
AJAXENGG,69.75
AJMERA,53.16
AJOONI,64.59
AKASH,83.27
AKG,68.63
AKI,89.18
AKSHAR,53.51
AKSHARCHEM,71.63
AKSHOPTFBR,66.17
AKUMS,57.33
AKZOINDIA,51.78
ALANKIT,65.78
ALBERTDAVD,40.25
ALEMBICLTD,62.62
ALGOQUANT,20.67
ALICON,56.37
ALIVUS,51.98
ALKALI,49.62
ALKEM,38.6
ALKYLAMINE,49.56
ALLCARGO,57.51
ALLDIGI,66.87
ALLTIME,43.86
ALMONDZ,56.66
ALOKINDS,37.42
ALPA,55.34
ALPHA,82.61
ALPHAETF,43.25
ALPHAGEO,63.14
ALPL30IETF,54.68
AMAGI,28.92
AMANTA,56.49
AMBER,31.32
AMBICAAGAR,85.74
AMBIKCO,62.41
AMBUJACEM,52.57
AMDIND,77.15
AMJLAND,51.05
AMNPLST,40.92
AMRUTANJAN,52.33
ANANDRATHI,65.03
ANANTRAJ,48.52
ANDHRAPAP,70.72
ANDHRSUGAR,51.08
ANGELONE,27.0
ANIKINDS,69.64
ANMOL,72.03
ANTELOPUS,25.19
ANTGRAPHIC,86.71
ANTHEM,63.42
ANUHPHR,64.03
ANUP,43.88
ANURAS,53.84
AONEGOLD,56.45
AONELIQUID,73.42
AONENIFTY,57.28
AONETMMQ50,96.35
AONETOTAL,50.94
APARINDS,50.55
APCL,48.63
APCOTEXIND,68.73
APEX,8.67
APLAPOLLO,80.43
APLLTD,53.56
APOLLO,31.54
APOLLOHOSP,47.79
APOLLOPIPE,31.34
APOLLOTYRE,53.84
APOLSINHOT,48.77
APTECHT,39.9
APTUS,62.34
ARCHIDPLY,53.69
ARCHIES,60.32
ARE&M,40.3
ARENTERP,95.9
ARFIN,20.19
ARIES,47.33
ARIHANTCAP,38.42
ARIHANTSUP,47.42
ARIS,40.63
ARKADE,46.38
ARMANFIN,64.65
AROGRANITE,46.23
ARROWGREEN,59.15
ARSSBL,46.06
ARTEMISMED,46.75
ARTNIRMAN,100.0
ARVIND,36.38
ARVINDFASN,45.18
ARVSMART,32.33
ASAHIINDIA,38.62
