SYMBOL,DELIV_PER
20MICRONS,39.21
21STCENMGM,99.59
360ONE,60.46
3BBLACKBIO,62.97
3IINFOLTD,62.36
3MINDIA,54.05
3PLAND,62.27
5PAISA,27.69
63MOONS,52.96
A2ZINFRA,62.02
AAATECH,67.77
AADHARHFC,63.95
AAKASH,81.95
AARNAV,35.77
AARON,58.44
AARTECH,64.48
AARTIDRUGS,43.31
AARTIIND,8.85
AARTIPHARM,48.45
AARTISURF,56.95
AARVI,65.99
AAVAS,65.29
ABB,31.63
ABBOTINDIA,54.88
ABCAPITAL,50.32
ABCOTS,17.54
ABDL,44.74
ABFRL,51.97
ABGSEC,97.94
ABINFRA,21.56
ABLBL,53.6
ABMKNO,84.19
ABREL,56.79
ABSL10BANK,93.62
ABSLAMC,66.37
ABSLBANETF,78.43
ABSLLIQUID,49.78
ABSLNN50ET,61.93
ABSLPSE,86.97
ACC,42.52
ACCELYA,57.99
ACCURACY,75.1
ACE,50.6
ACEINTEG,68.83
ACI,57.51
ACL,73.69
ACMESOLAR,43.52
ACSTECH,46.75
ACUTAAS,51.81
ADANIENSOL,26.26
ADANIENT,33.69
ADANIGREEN,27.6
ADANIPORTS,51.29
ADANIPOWER,37.97
ADFFOODS,50.3
ADL,66.12
ADOR,62.17
ADROITINFO,59.2
ADSL,50.51
ADVAIT,42.39
ADVANCE,55.11
ADVANIHOTR,71.81
ADVENTHTL,32.84
ADVENZYMES,60.33
AEGISLOG,13.66
AEGISVOPAK,39.59
AEPL,58.12
AEQUS,13.12
AEROENTER,55.52
AEROFLEX,24.48
AERONEU,10.87
AETHER,54.21
AFCONS,33.49
AFFLE,62.24
AFSL,50.91
AGARIND,15.21
AGARWALEYE,59.77
AGI,61.61
AGIIL,24.65
AGROPHOS,59.45
AHCL,36.18
AHLADA,66.06
AHLEAST,64.2
AHLUCONT,53.94
AIAENG,46.66
AIIL,5.71
AIRAN,64.42
AIROLAM,57.0
AJANTPHARM,46.12
AJAXENGG,51.05
AJMERA,33.36
AJOONI,77.47
AKASH,47.09
AKCAPIT,87.71
AKG,67.23
AKI,55.34
AKSHAR,71.82
AKSHARCHEM,68.0
AKUMS,41.49
ALANKIT,71.64
ALBERTDAVD,84.91
ALEMBICLTD,53.72
ALGOQUANT,14.77
ALICON,48.31
ALIVUS,49.09
ALKEM,50.95
ALKYLAMINE,41.63
ALLCARGO,43.01
ALLDIGI,66.48
ALLTIME,13.27
ALMONDZ,79.13
ALOKINDS,33.21
ALPA,56.22
ALPHA,80.53
ALPHAETF,66.04
ALPHAGEO,72.34
ALPL30IETF,87.58
