SYMBOL,DELIV_PER
20MICRONS,39.38
21STCENMGM,98.47
360ONE,44.12
3BBLACKBIO,51.84
3IINFOLTD,84.9
3MINDIA,40.87
3PLAND,90.19
5PAISA,52.07
63MOONS,59.82
A2ZINFRA,58.25
AAATECH,58.24
AADHARHFC,42.07
AAKASH,71.05
AARNAV,32.91
AARON,81.7
AARTECH,69.96
AARTIDRUGS,46.7
AARTIIND,47.62
AARTIPHARM,50.32
AARTISURF,57.43
AARVI,70.48
AAVAS,57.44
ABB,43.15
ABBOTINDIA,73.68
ABCAPITAL,53.29
ABCOTS,60.91
ABDL,53.1
ABFRL,43.0
ABGSEC,24.03
ABINFRA,18.23
ABLBL,49.55
ABMINTLLTD,100.0
ABMKNO,91.75
ABREL,38.45
ABSL10BANK,96.93
ABSLAMC,56.67
ABSLBANETF,93.8
ABSLLIQUID,74.94
ABSLMSCIN,99.49
ABSLNN50ET,57.4
ABSLPSE,80.82
ACC,40.34
ACCELYA,60.57
ACE,61.39
ACEINTEG,53.91
ACI,47.66
ACL,87.38
ACMESOLAR,40.14
ACSTECH,72.3
ACUTAAS,46.09
ADANIENSOL,40.33
ADANIENT,25.51
ADANIGREEN,18.49
ADANIPORTS,47.51
ADANIPOWER,30.4
ADFFOODS,19.96
ADL,82.59
ADOR,48.68
ADROITINFO,79.73
ADSL,42.97
ADVAIT,50.95
ADVANCE,55.28
ADVANIHOTR,73.2
ADVENTHTL,48.16
ADVENZYMES,50.67
AEGISLOG,10.54
AEGISVOPAK,22.8
AEPL,84.99
AEQUS,21.9
AEROENTER,44.91
AEROFLEX,49.29
AERONEU,20.17
AETHER,34.49
AFCONS,47.0
AFFLE,64.53
AFSL,78.11
AGARIND,52.67
AGARWALEYE,53.22
AGI,40.29
AGIIL,49.55
AGROPHOS,81.47
AHCL,26.53
AHLADA,69.59
AHLEAST,97.38
AHLUCONT,64.43
AIAENG,61.79
AIIL,39.42
AIRAN,78.47
AIROLAM,72.2
AJANTPHARM,49.86
AJAXENGG,58.22
AJMERA,36.83
AJOONI,74.94
AKASH,98.88
AKCAPIT,99.47
AKG,86.97
AKI,60.9
AKSHAR,84.86
AKUMS,42.45
ALANKIT,79.96
ALBERTDAVD,68.2
ALEMBICLTD,53.58
ALGOQUANT,24.36
ALICON,67.39
ALIVUS,44.01
ALKEM,69.44
ALKYLAMINE,41.58
ALLCARGO,47.25
ALLDIGI,71.76
ALLTIME,43.5
ALMONDZ,74.07
ALOKINDS,41.62
ALPA,61.43
ALPHA,77.53
ALPHAETF,61.83
ALPHAGEO,60.3
ALPL30IETF,73.65
AMAGI,43.31
AMBALALSA,66.92
AMBER,22.86
AMBICAAGAR,71.57
AMBIKCO,55.14
AMBUJACEM,49.38
AMDIND,57.74
AMIRCHAND,50.87
AMJLAND,83.83
AMNPLST,71.9
AMRUTANJAN,72.77
ANANDRATHI,45.28
ANANTRAJ,43.4
ANDHRAPAP,64.61
ANDHRSUGAR,60.82
ANGELONE,35.16
ANMOL,89.93
ANTELOPUS,44.33
ANTGRAPHIC,77.01
ANTHEM,52.16
ANUHPHR,50.9
ANUP,40.79
ANURAS,24.93
AONEGOLD,55.22
AONELIQUID,82.59
AONENIFTY,78.57
AONESILVER,66.72
AONETMMQ50,51.31
AONETOTAL,68.74
APARINDS,41.71
APCL,67.94
APCOTEXIND,50.32
APEX,42.69
APLAPOLLO,66.54
APLLTD,33.6
APOLLO,21.68
APOLLOHOSP,44.8
APOLLOPIPE,52.97
APOLLOTYRE,40.75
APOLSINHOT,67.97
APTUS,60.87
AQYLON,23.4
ARCHIDPLY,80.65
ARCHIES,76.71
ARE&M,46.48
ARENTERP,62.82
ARFIN,15.99
ARIES,63.58
ARIHANT,49.53
ARIHANTCAP,48.99
ARIHANTSUP,61.27
ARIS,58.09
ARKADE,32.76
ARMANFIN,47.59
AROGRANITE,92.02
ARSSBL,42.27
ARTEMISMED,70.56
ARTNIRMAN,100.0
ARVEE,44.42
ARVIND,50.92
ARVINDFASN,61.73
ARVSMART,53.85
ASAHIINDIA,61.4
ASAHISONG,72.78
ASAL,51.8
ASALCBR,53.88
ASHAPURMIN,49.61
ASHIANA,28.49
ASHIKA,35.91
ASHIMASYN,94.18
ASHOKA,42.03
ASHOKAMET,71.74
ASHOKLEY,46.29
ASIANENE,55.45
ASIANHOTNR,75.9
ASIANPAINT,57.91
ASIANTILES,50.11
ASKAUTOLTD,51.1
ASPINWALL,72.06
ASTAR,98.62
ASTEC,43.91
ASTERDM,36.05
ASTRAL,42.89
ASTRAMICRO,39.48
ASTRAZEN,54.62
ATALREAL,48.05
ATAM,67.55
ATGL,31.58
ATHERENERG,33.46
ATL,54.33
ATLANTAA,72.68
ATLANTAELE,59.39
ATLASCYCLE,82.0
ATUL,60.57
ATULAUTO,26.31
AUBANK,47.89
AURIGROW,33.97
AURIONPRO,44.88
AUROPHARMA,37.13
AURUM,62.38
AUTOAXLES,54.33
AUTOBEES,52.49
AUTOIETF,72.98
AVALON,57.62
AVANTEL,42.88
AVANTIFEED,36.96
AVG,44.48
AVL,46.12
AVONMORE,74.42
AVROIND,58.51
AVTNPL,49.42
AWFIS,42.58
AWHCL,59.71
AWL,24.28
AXISBANK,58.5
AXISCADES,59.07
AXITA,45.88
AYE,44.62
AYMSYNTEX,28.02
AZAD,42.17
BAGFILMS,74.05
BAIDFIN,56.67
BAJAJ-AUTO,47.16
BAJAJCON,52.95
BAJAJELEC,55.34
BAJAJFINSV,41.17
BAJAJHCARE,32.82
BAJAJHFL,21.42
BAJAJHIND,45.53
BAJAJHLDNG,45.36
BAJAJINDEF,67.91
BAJAJST,46.4
BAJEL,59.07
BAJFINANCE,52.66
BALAJEE,47.43
BALAJITELE,69.45
BALAMINES,29.22
BALKRISHNA,58.55
BALKRISIND,44.05
BALMLAWRIE,73.65
BALPHARMA,78.91
BALRAMCHIN,43.63
BALUFORGE,41.53
BANARBEADS,86.37
BANARISUG,51.39
BANCOINDIA,33.19
BANDHANBNK,42.15
BANG,65.84
BANK10ADD,69.77
BANKADD,50.8
BANKBARODA,53.55
BANKBEES,61.97
BANKBETA,97.31
BANKBETF,73.9
BANKETF,60.89
BANKIETF,74.34
BANKINDIA,34.74
BANKNIFTY1,76.34
BANKPSU,65.29
BANSALWIRE,35.57
BANSWRAS,78.0
BASF,41.27
BATAINDIA,47.72
BATLIBOI,23.64
BAYERCROP,56.33
BBETF0432,69.85
BBL,59.14
BBNPNBETF,86.01
BBNPPGOLD,87.81
BBOX,38.74
BBTC,47.36
BBTCL,79.05
BCG,50.94
BCLIND,45.59
BCONCEPTS,69.95
BCPL,61.7
BDL,27.06
BEARDSELL,68.23
BECTORFOOD,72.18
BEDMUTHA,66.92
BEEKAY,50.68
BEL,45.87
BELLACASA,64.53
BELRISE,64.97
BEML,57.4
BENGALASM,50.0
BEPL,54.19
BERGEPAINT,61.56
BESTAGRO,46.31
BETA,50.62
BFINVEST,58.92
BFSI,64.74
BFUTILITIE,49.8
BHAGCHEM,28.07
BHARATCOAL,37.61
BHARATFORG,49.64
BHARATGEAR,54.69
BHARATRAS,58.72
BHARATSE,10.15
BHARATWIRE,52.64
BHARTIARTL,65.8
BHARTIHEXA,87.41
BHEL,45.02
BI,66.31
BIGBLOC,49.73
BIKAJI,46.68
BIL,63.07
BIMETAL,62.38
BIOCON,54.32
BIOFILCHEM,56.89
BIRLACORPN,52.89
BIRLAMONEY,70.36
BIRLANU,57.24
BIRLAPREC,43.32
BLACKBUCK,49.96
BLAL,43.95
BLBLIMITED,76.04
BLIL,87.42
BLKASHYAP,49.18
BLS,48.38
BLSE,8.55
BLUEDART,49.79
BLUEJET,47.08
BLUESTARCO,49.37
BLUESTONE,46.65
BLUSPRING,25.16
BMWVENTLTD,59.97
BNKETFAXIS,70.17
BOHRAIND,69.71
BOMDYEING,46.55
BONLON,67.02
BORANA,55.9
BOROLTD,55.27
BORORENEW,47.82
BOROSCI,52.22
BOSCH-HCIL,48.79
BOSCHLTD,48.6
BPCL,32.49
BPL,45.41
BRIGADE,62.55
BRIGHOTEL,56.39
BRITANNIA,49.9
BRNL,57.7
BSE,33.47
BSE500IETF,59.51
BSL,76.36
BSLGOLDETF,40.27
BSLNIFTY,76.43
BSLSENETFG,59.38
BSOFT,43.08
BTML,85.61
BTTL,69.43
BUILDPRO,71.68
BUTTERFLY,16.42
BVCL,49.67
CAMLINFINE,46.39
CAMPUS,46.76
CAMS,30.47
CANBK,40.44
CANFINHOME,45.55
CANHLIFE,65.28
CANTABIL,42.5
CAPACITE,59.76
CAPILLARY,77.7
CAPITALSFB,50.33
CAPLIPOINT,32.62
CARBORUNIV,37.63
CARERATING,70.91
CARRARO,56.4
CARTRADE,47.67
CARYSIL,49.3
CASHIETF,63.31
CASTROLIND,54.59
CCAVENUE,30.94
CCCL,69.69
CCHHL,83.13
CCL,41.07
CDSL,43.92
CEATLTD,44.72
CEIGALL,54.66
CEINSYS,50.25
CELEBRITY,60.17
CELLO,59.83
CEMPRO,47.7
CENTENKA,61.06
CENTEXT,77.53
CENTRALBK,39.5
CENTRUM,17.26
CENTUM,42.28
CENTURYPLY,66.49
CERA,50.95
CESC,56.57
CEWATER,31.46
CGCL,38.76
CGPOWER,43.44
CHALET,52.98
CHAMBLFERT,42.13
CHEMICAL,75.7
CHEMPLASTS,53.7
CHENNPETRO,29.14
CHEVIOT,67.81
CHOICEGOLD,69.97
CHOICEIN,32.98
CHOLAFIN,63.17
CHOLAHLDNG,43.93
CIEINDIA,60.44
CIFL,35.26
CINELINE,74.9
CINEVISTA,67.81
CIPLA,59.94
CLEAN,52.12
CLEANMAX,42.89
CLSEL,50.8
CMPDI,43.74
CMRGREEN,31.01
CMSINFO,57.76
CNL,84.2
COALINDIA,51.03
COASTCORP,44.29
COCHINSHIP,28.45
COCKERILL,45.0
COFORGE,48.68
COHANCE,39.82
COLPAL,47.63
COMFINTE,56.02
COMMOIETF,76.33
COMPUSOFT,73.9
COMSYN,14.66
CONCOR,61.96
CONCORDBIO,32.95
CONFIPET,41.86
CONS,98.86
CONSOFINVT,53.13
CONSUMAXIS,96.27
CONSUMBEES,61.01
CONSUMER,94.98
CONSUMIETF,74.87
CONTROLPR,20.48
CORALFINAC,54.91
CORDELIA,17.33
COROMANDEL,54.89
CORONA,46.16
COSMOFIRST,40.65
COUNCODOS,66.22
CPEDU,73.56
CPPLUS,54.26
CPSEETF,59.25
CRAFTSMAN,55.99
CRAMC,53.9
CREATIVEYE,66.3
CREDITACC,52.27
CREST,85.75
CRISIL,63.1
CRIZAC,54.82
CROMPTON,45.06
CROWN,85.46
CSBBANK,55.06
CSLFINANCE,58.82
CTE,64.42
CUB,53.11
CUBEXTUB,55.21
CUMMINSIND,56.73
CUPID,26.45
CURAA,87.06
CYIENT,32.05
CYIENTDLM,23.14
DABUR,55.73
DALBHARAT,42.82
DALMIASUG,55.08
DAMCAPITAL,52.69
DAMODARIND,42.67
DANGEE,73.81
DATAMATICS,43.67
DATAPATTNS,30.45
DAVANGERE,68.13
DBCORP,72.07
DBL,33.91
DBSTOCKBRO,30.76
DCAL,39.36
DCBBANK,46.85
DCMSHRIRAM,48.27
DCMSRIND,40.0
DCW,32.54
DCXINDIA,32.3
DDEVPLSTIK,39.64
DECCANCE,52.59
DECNGOLD,30.66
DEEPAKFERT,42.28
DEEPAKNTR,50.93
DEEPINDS,52.58
DEFENCE,71.03
DELHIVERY,54.82
DELTACORP,34.85
DELTAMAGNT,78.15
DEN,46.51
DENORA,58.14
DENTA,15.14
DEVIT,43.73
DEVX,79.01
DEVYANI,55.57
DGCONTENT,89.04
DHAMPURSUG,47.4
DHANBANK,36.21
DHANUKA,49.54
DHARMAJ,74.76
DHUNINV,57.7
DIACABS,59.69
DIAMINESQ,44.66
DIAMONDYD,54.93
DICIND,73.17
DIFFNKG,56.88
DIGIDRIVE,49.64
DIGITIDE,7.46
DIGJAMLMTD,61.91
DISAQ,10.52
DIVGIITTS,32.17
DIVIDEND,65.05
DIVISLAB,63.01
DIVOPPBEES,56.28
DIXON,26.8
DJML,16.33
DLF,53.64
DLINKINDIA,65.74
DMART,40.26
DMCC,54.23
DNAMEDIA,74.13
DODLA,60.85
DOLATALGO,65.03
DOLLAR,45.47
DOLPHIN,22.68
DOMS,49.21
DONEAR,80.04
DPABHUSHAN,54.42
DRAGARWQ,63.33
DRCSYSTEMS,73.54
DREAMFOLKS,59.72
DREDGECORP,45.16
DRREDDY,36.25
DSSL,47.87
DTIL,83.0
DVL,60.07
DWARKESH,35.47
DYCL,45.03
DYNAMATECH,31.92
DYNPRO,68.66
E2E,48.49
EASEMYTRIP,28.71
EBANKNIFTY,77.51
EBBETF0430,66.92
EBBETF0431,83.57
EBBETF0433,51.51
EBGNG,61.36
ECAPINSURE,60.3
ECLERX,19.41
EDELWEISS,43.8
EFCIL,31.84
EGOLD,73.78
EICHERMOT,50.22
