SYMBOL,DELIV_PER
20MICRONS,44.72
21STCENMGM,93.17
360ONE,53.59
3BBLACKBIO,59.31
3IINFOLTD,56.48
3MINDIA,49.25
3PLAND,77.33
5PAISA,32.85
63MOONS,49.46
A2ZINFRA,84.03
AAATECH,41.09
AADHARHFC,48.95
AAKASH,66.71
AARNAV,42.75
AARON,67.91
AARTECH,56.0
AARTIDRUGS,63.55
AARTIIND,36.16
AARTIPHARM,57.32
AARTISURF,76.89
AARVI,70.68
AAVAS,57.8
ABB,35.95
ABBOTINDIA,57.87
ABCAPITAL,45.13
ABCOTS,54.56
ABDL,44.23
ABFRL,28.48
ABGSEC,100.0
ABINFRA,20.99
ABLBL,39.78
ABMINTLLTD,76.9
ABMKNO,84.7
ABREL,46.93
ABSL10BANK,77.32
ABSLAMC,53.9
ABSLBANETF,59.67
ABSLLIQUID,98.74
ABSLMSCIN,63.56
ABSLNN50ET,85.4
ABSLPSE,75.33
ACC,44.19
ACCELYA,71.51
ACE,49.52
ACEINTEG,60.64
ACI,49.83
ACL,80.11
ACMESOLAR,36.39
ACSTECH,59.78
ACUTAAS,36.99
ADANIENSOL,32.8
ADANIENT,36.0
ADANIGREEN,25.03
ADANIPORTS,52.27
ADANIPOWER,30.67
ADFFOODS,6.76
ADL,40.96
ADOR,52.48
ADROITINFO,73.85
ADSL,38.99
ADVAIT,52.05
ADVANCE,41.33
ADVANIHOTR,73.71
ADVENTHTL,65.66
ADVENZYMES,62.1
AEGISLOG,22.78
AEGISVOPAK,60.81
AEPL,77.72
AEQUS,30.05
AEROENTER,38.19
AEROFLEX,34.14
AERONEU,37.03
AETHER,47.05
AFCONS,44.06
AFFLE,57.87
AFSL,71.94
AGARIND,39.28
AGARWALEYE,56.97
AGI,45.1
AGIIL,23.28
AGROPHOS,67.36
AHCL,43.57
AHLADA,67.37
AHLEAST,78.95
AHLUCONT,61.32
AIAENG,57.19
AIIL,35.99
AIRAN,67.44
AIROLAM,82.61
AJANTPHARM,35.61
AJAXENGG,49.77
AJMERA,39.31
AJOONI,71.02
AKASH,89.92
