SYMBOL,DELIV_PER
20MICRONS,44.74
21STCENMGM,70.29
360ONE,50.68
3IINFOLTD,68.6
3MINDIA,50.67
3PLAND,76.0
5PAISA,52.03
63MOONS,45.89
A2ZINFRA,58.01
AADHARHFC,60.91
AAKASH,75.15
AAREYDRUGS,61.83
AARON,72.95
AARTECH,25.0
AARTIDRUGS,52.9
AARTIIND,49.17
AARTIPHARM,47.92
AARTISURF,56.27
AARVI,64.58
AAVAS,43.82
ABB,40.45
ABBOTINDIA,72.73
ABCAPITAL,41.87
ABCOTS,24.33
ABDL,33.4
ABFRL,38.67
ABGSEC,92.95
ABINFRA,57.54
ABLBL,59.18
ABMINTLLTD,55.91
ABREL,35.05
ABSLAMC,50.26
ABSLBANETF,92.81
ABSLLIQUID,59.72
ABSLNN50ET,73.91
ABSLPSE,49.06
ACC,50.44
ACCELYA,59.89
ACCURACY,81.6
ACE,57.1
ACEINTEG,88.56
ACI,45.2
ACL,50.84
ACMESOLAR,48.22
ACUTAAS,61.56
ADANIENSOL,46.4
ADANIENT,38.46
ADANIGREEN,22.24
ADANIPORTS,46.03
ADANIPOWER,39.84
ADFFOODS,46.42
ADL,65.41
ADOR,70.5
ADROITINFO,89.97
ADSL,49.21
ADVAIT,43.3
ADVANCE,57.41
ADVANIHOTR,81.09
ADVENTHTL,42.81
ADVENZYMES,59.03
AEGISLOG,42.14
AEGISVOPAK,36.81
AEQUS,33.46
AEROENTER,36.19
AEROFLEX,37.53
AERONEU,8.49
AETHER,42.73
AFCONS,54.01
AFFLE,54.53
AFFORDABLE,57.0
AFIL,68.57
AFSL,56.02
AGARIND,66.9
AGARWALEYE,39.29
AGI,33.39
AGIIL,24.76
AGROPHOS,64.02
AHCL,42.51
AHLADA,68.73
AHLEAST,80.1
AHLUCONT,64.3
AIAENG,56.59
AIIL,50.96
AIRAN,69.94
AIROLAM,67.76
AJANTPHARM,58.5
AJAXENGG,75.49
AJMERA,66.94
AJOONI,37.61
AKASH,59.56
AKG,81.61
AKI,65.46
AKSHAR,54.61
AKSHARCHEM,66.54
AKSHOPTFBR,54.25
AKUMS,48.18
AKZOINDIA,40.39
ALANKIT,77.73
ALBERTDAVD,58.71
ALEMBICLTD,57.86
ALGOQUANT,24.3
ALICON,54.2
ALIVUS,55.46
ALKALI,55.4
ALKEM,71.55
ALKYLAMINE,49.74
ALLCARGO,61.48
ALLDIGI,71.03
ALLTIME,62.32
ALMONDZ,72.61
ALOKINDS,47.04
ALPA,72.85
ALPHA,67.75
ALPHAETF,57.01
ALPHAGEO,55.77
ALPL30IETF,51.54
AMAGI,62.95
AMANTA,66.98
AMBER,31.69
AMBICAAGAR,94.5
AMBIKCO,63.64
AMBUJACEM,45.17
AMDIND,70.51
AMJLAND,57.67
AMNPLST,69.09
AMRUTANJAN,66.99
ANANDRATHI,61.0
ANANTRAJ,27.0
ANDHRAPAP,91.89
ANDHRSUGAR,56.33
ANGELONE,26.61
ANIKINDS,71.49
ANMOL,75.97
ANTELOPUS,28.93
ANTGRAPHIC,81.85
ANTHEM,57.21
ANUHPHR,59.84
ANUP,38.09
ANURAS,43.32
AONEGOLD,64.1
AONELIQUID,88.75
AONENIFTY,66.47
AONETMMQ50,92.21
AONETOTAL,78.05
APARINDS,56.69
APCL,43.19
APCOTEXIND,56.65
APEX,14.02
APLAPOLLO,65.6
APLLTD,43.56
APOLLO,37.22
APOLLOHOSP,58.27
APOLLOPIPE,10.72
APOLLOTYRE,41.2
APOLSINHOT,45.7
APTECHT,61.4
APTUS,51.17
ARCHIDPLY,26.67
ARCHIES,60.06
ARE&M,46.77
ARENTERP,89.03
ARFIN,30.56
ARIES,70.68
ARIHANTCAP,33.3
ARIHANTSUP,51.32
ARIS,61.62
ARKADE,55.97
ARMANFIN,52.31
AROGRANITE,65.95
ARROWGREEN,58.42
ARSSBL,46.17
ARTEMISMED,59.75
ARTNIRMAN,60.93
ARVIND,44.83
ARVINDFASN,51.47
ARVSMART,63.61
ASAHIINDIA,60.6
ASAHISONG,39.3
ASAL,51.89
ASALCBR,50.6
ASHAPURMIN,41.71
ASHIANA,27.4
ASHIMASYN,75.57
ASHOKA,36.72
ASHOKAMET,74.07
ASHOKLEY,54.62
ASIANENE,79.02
ASIANHOTNR,50.63
ASIANPAINT,60.94
ASIANTILES,27.21
ASKAUTOLTD,59.02
ASMS,46.01
ASPINWALL,58.25
ASTEC,22.56
ASTERDM,56.86
ASTRAL,36.77
ASTRAMICRO,46.91
ASTRAZEN,60.38
ASTRON,88.17
ATALREAL,30.57
ATAM,94.03
ATGL,34.46
ATHERENERG,29.38
ATL,51.77
ATLANTAA,57.77
ATLANTAELE,51.68
ATLASCYCLE,78.55
ATUL,66.58
ATULAUTO,13.46
AUBANK,55.97
AURIONPRO,39.29
AUROPHARMA,35.77
AURUM,56.72
AUTOAXLES,47.16
AUTOBEES,51.43
AUTOIETF,80.67
AUTOIND,61.06
AVADHSUGAR,51.42
AVALON,55.64
AVANTEL,42.78
AVANTIFEED,21.36
AVG,50.79
AVL,51.78
AVONMORE,84.87
AVTNPL,56.72
AWFIS,36.16
AWHCL,23.88
AWL,51.35
AXISBANK,70.62
AXISBNKETF,80.19
AXISBPSETF,86.59
AXISCADES,80.42
AXISCETF,71.94
AXISGOLD,48.38
AXISHCETF,86.72
AXISILVER,37.89
AXISNIFTY,65.91
AXISTECETF,74.38
AXISVALUE,73.85
AXSENSEX,79.62
AYMSYNTEX,65.95
AZAD,45.21
BAGFILMS,65.41
BAIDFIN,89.73
BAJAJ-AUTO,59.49
BAJAJCON,43.0
BAJAJELEC,10.82
BAJAJFINSV,57.53
BAJAJHCARE,50.4
BAJAJHFL,59.5
BAJAJHIND,44.93
BAJAJHLDNG,53.04
BAJAJINDEF,60.64
BAJEL,30.68
BAJFINANCE,61.26
BALAJEE,86.87
BALAJITELE,39.06
BALAMINES,34.77
