SYMBOL,DELIV_PER
20MICRONS,54.28
21STCENMGM,67.08
360ONE,49.22
3IINFOLTD,25.99
3MINDIA,48.67
3PLAND,72.49
5PAISA,57.68
63MOONS,80.07
AADHARHFC,36.83
AAKASH,77.93
AARON,68.71
AARTECH,41.21
AARTIDRUGS,60.13
AARTIIND,56.05
AARTIPHARM,53.67
AARTISURF,66.67
AARVI,68.9
AAVAS,41.69
ABB,69.15
ABBOTINDIA,57.28
ABCAPITAL,45.16
ABCOTS,19.46
ABDL,61.17
ABFRL,54.49
ABGSEC,100.0
ABINFRA,36.51
ABLBL,57.09
ABREL,70.02
ABSLAMC,36.31
ABSLBANETF,75.22
ABSLLIQUID,67.08
ABSLNN50ET,74.41
ABSLPSE,80.71
ACC,61.52
ACCELYA,40.93
ACCURACY,83.29
ACE,49.83
ACEINTEG,83.0
ACI,31.07
ACLGATI,59.24
ACMESOLAR,41.27
ACUTAAS,52.97
ADANIENSOL,59.61
ADANIENT,41.64
ADANIGREEN,39.97
ADANIPORTS,52.49
ADANIPOWER,19.55
ADFFOODS,59.44
ADL,78.74
ADOR,38.77
ADROITINFO,67.44
ADSL,50.18
ADVANCE,17.34
ADVANIHOTR,66.1
ADVENZYMES,61.9
AEGISLOG,42.53
AEGISVOPAK,33.06
AEROENTER,49.38
AEROFLEX,45.9
AERONEU,38.32
AETHER,59.94
AFCONS,56.03
AFFLE,49.2
AFFORDABLE,50.78
AFIL,64.6
AFSL,85.96
AGARIND,55.93
AGARWALEYE,40.82
AGI,52.56
AGIIL,24.97
AGRITECH,60.57
AHLADA,80.53
AHLEAST,78.53
AHLUCONT,46.28
AIAENG,62.59
AIIL,51.66
AIRAN,52.06
AIROLAM,83.12
AJANTPHARM,79.05
AJAXENGG,42.32
AJMERA,19.78
AJOONI,72.68
AKASH,73.36
AKG,98.28
AKI,90.37
AKSHARCHEM,52.7
AKSHOPTFBR,78.75
AKUMS,47.13
AKZOINDIA,53.72
ALANKIT,72.37
ALBERTDAVD,78.0
ALEMBICLTD,50.72
ALICON,58.71
ALIVUS,78.4
ALKALI,73.92
ALKEM,70.37
ALKYLAMINE,45.81
ALLCARGO,53.67
ALLDIGI,68.48
ALLTIME,66.98
ALMONDZ,78.12
ALOKINDS,41.12
ALPA,92.12
ALPHA,70.54
ALPHAETF,88.21
ALPHAGEO,59.26
ALPL30IETF,85.41
AMANTA,59.51
AMBER,36.22
AMBICAAGAR,83.69
AMBIKCO,82.96
AMBUJACEM,66.19
AMDIND,62.61
AMJLAND,90.01
AMNPLST,37.58
AMRUTANJAN,59.57
ANANDRATHI,35.83
ANANTRAJ,42.04
ANDHRAPAP,72.68
ANDHRSUGAR,41.09
ANGELONE,31.44
ANIKINDS,64.35
ANMOL,85.92
ANTELOPUS,46.65
ANTGRAPHIC,88.22
ANTHEM,58.56
ANUHPHR,29.4
ANUP,45.41
ANURAS,37.48
AONEGOLD,64.69
AONELIQUID,54.77
AONENIFTY,85.59
AONETOTAL,55.3
APARINDS,33.68
APCL,69.7
APCOTEXIND,33.32
APEX,26.2
APLAPOLLO,51.51
APLLTD,30.79
APOLLO,29.06
APOLLOHOSP,62.3
APOLLOPIPE,68.0
APOLLOTYRE,55.8
APOLSINHOT,87.09
APTECHT,55.37
APTUS,52.32
ARCHIDPLY,72.01
ARCHIES,92.25
ARE&M,55.7
ARENTERP,66.34
ARIES,34.4
ARIHANTCAP,13.37
ARIHANTSUP,25.74
ARISINFRA,41.29
ARKADE,52.78
ARMANFIN,63.84
AROGRANITE,22.53
ARROWGREEN,7.98
ARSSBL,34.93
ARTEMISMED,69.82
ARTNIRMAN,54.17
ARVEE,62.92
ARVIND,35.12
ARVINDFASN,55.32
ARVSMART,62.08
ASAHIINDIA,52.01
ASAHISONG,63.28
ASAL,32.63
ASALCBR,50.23
ASHAPURMIN,45.93
ASHIANA,70.44
ASHIMASYN,74.22
ASHOKA,54.05
ASHOKAMET,59.66
ASHOKLEY,55.54
ASIANENE,63.54
ASIANHOTNR,30.93
ASIANPAINT,50.73
ASIANTILES,45.1
ASKAUTOLTD,49.89
ASPINWALL,81.14
ASTEC,41.87
ASTERDM,51.16
ASTRAL,55.6
ASTRAMICRO,36.28
ASTRAZEN,46.46
ASTRON,52.29
ATALREAL,44.78
ATAM,66.23
ATGL,35.22
ATHERENERG,28.68
ATL,54.42
ATLANTAELE,38.94
ATLASCYCLE,66.99
ATUL,62.63
ATULAUTO,36.2
AUBANK,57.0
AURIGROW,58.46
AURIONPRO,59.95
AUROPHARMA,48.53
AURUM,11.0
AUSOMENT,44.81
AUTOAXLES,61.78
AUTOBEES,90.16
AUTOIETF,67.46
AUTOIND,68.28
AVADHSUGAR,61.39
AVALON,38.33
AVANTEL,30.77
AVANTIFEED,30.18
AVG,67.0
AVL,38.13
AVONMORE,70.94
AVROIND,57.49
AVTNPL,75.17
AWFIS,46.47
AWHCL,44.95
AWL,56.24
AXISBANK,65.7
AXISBNKETF,99.19
AXISBPSETF,87.55
AXISCETF,59.98
AXISGOLD,62.83
AXISHCETF,93.22
AXISILVER,83.55
AXISNIFTY,92.21
AXISTECETF,96.71
AXISVALUE,70.06
AXITA,30.14
AXSENSEX,33.13
AYMSYNTEX,64.73
AZAD,55.17
BAGFILMS,68.08
BAIDFIN,60.96
BAJAJ-AUTO,67.17
BAJAJCON,45.05
BAJAJELEC,54.55
BAJAJFINSV,49.97
BAJAJHCARE,32.1
BAJAJHFL,59.54
BAJAJHIND,49.14
BAJAJHLDNG,77.67
BAJAJINDEF,66.57
BAJEL,66.84
BAJFINANCE,67.74
BALAJEE,80.98
BALAJITELE,48.87
BALAMINES,58.57
BALAXI,61.97
BALKRISHNA,40.85
BALKRISIND,65.9
BALMLAWRIE,60.19
BALPHARMA,73.16
BALRAMCHIN,43.57
BALUFORGE,48.54
BANARBEADS,26.24
BANARISUG,63.62
BANCOINDIA,37.3
BANDHANBNK,47.22
BANG,52.39
BANKA,65.99
BANKBARODA,55.65
BANKBEES,64.86
