SYMBOL,DELIV_PER
20MICRONS,37.61
21STCENMGM,78.75
360ONE,31.37
3IINFOLTD,76.32
3MINDIA,52.97
3PLAND,72.29
5PAISA,44.37
63MOONS,46.26
A2ZINFRA,74.66
AADHARHFC,41.65
AAKASH,87.43
AAREYDRUGS,56.07
AARON,53.81
AARTECH,62.32
AARTIDRUGS,58.04
AARTIIND,38.66
AARTIPHARM,45.88
AARTISURF,56.79
AARVI,53.18
AAVAS,51.58
ABB,47.9
ABBOTINDIA,71.82
ABCAPITAL,44.8
ABCOTS,42.63
ABDL,46.68
ABFRL,34.49
ABGSEC,46.15
ABINFRA,80.46
ABLBL,51.05
ABREL,48.77
ABSLAMC,46.56
ABSLBANETF,84.79
ABSLLIQUID,88.35
ABSLNN50ET,58.95
ABSLPSE,73.53
ACC,50.5
ACCELYA,49.28
ACCURACY,71.32
ACE,46.62
ACEINTEG,45.14
ACI,29.68
ACL,48.97
ACMESOLAR,49.74
ACUTAAS,40.06
ADANIENSOL,33.3
ADANIENT,25.43
ADANIGREEN,23.13
ADANIPORTS,47.56
ADANIPOWER,38.19
ADFFOODS,48.23
ADL,82.38
ADOR,33.05
ADROITINFO,90.17
ADSL,19.98
ADVAIT,51.67
ADVANCE,35.26
ADVANIHOTR,62.81
ADVENTHTL,60.92
ADVENZYMES,52.79
AEGISLOG,59.53
AEGISVOPAK,27.19
AEQUS,50.03
AEROENTER,42.07
AEROFLEX,10.91
AERONEU,38.97
AETHER,50.84
AFCONS,56.03
AFFLE,48.31
AFFORDABLE,40.23
AFIL,34.24
AFSL,91.51
AGARIND,31.19
AGARWALEYE,32.65
AGI,55.88
AGIIL,11.73
AGROPHOS,92.97
AHCL,56.76
AHLADA,83.69
AHLEAST,63.39
AHLUCONT,45.92
AIAENG,51.33
AIIL,39.67
AIRAN,66.81
AIROLAM,55.47
AJANTPHARM,78.53
AJAXENGG,55.78
AJMERA,38.92
AJOONI,58.38
AKASH,28.05
AKG,85.93
AKI,68.6
AKSHAR,69.53
AKSHARCHEM,56.01
AKSHOPTFBR,64.17
AKUMS,32.91
AKZOINDIA,53.48
ALANKIT,62.99
ALBERTDAVD,63.09
ALEMBICLTD,58.11
ALGOQUANT,20.79
ALICON,69.79
ALIVUS,58.25
ALKALI,74.02
ALKEM,47.01
ALKYLAMINE,49.5
ALLCARGO,58.21
ALLDIGI,64.73
ALLTIME,93.09
ALMONDZ,66.16
ALOKINDS,61.85
ALPA,32.75
ALPHA,88.11
ALPHAETF,64.99
ALPHAGEO,53.79
ALPL30IETF,52.8
AMAGI,46.98
AMANTA,62.25
AMBER,36.3
AMBICAAGAR,64.88
AMBIKCO,47.17
AMBUJACEM,67.3
AMDIND,65.61
AMJLAND,63.34
AMNPLST,72.65
AMRUTANJAN,56.41
ANANDRATHI,61.1
ANANTRAJ,19.22
ANDHRAPAP,65.93
ANDHRSUGAR,47.76
ANGELONE,13.68
ANIKINDS,59.21
ANMOL,56.67
ANTELOPUS,21.98
ANTGRAPHIC,69.04
ANTHEM,51.63
ANUHPHR,67.39
ANUP,59.82
ANURAS,55.74
AONEGOLD,63.54
AONELIQUID,89.91
AONENIFTY,64.24
AONETMMQ50,81.83
AONETOTAL,62.33
APARINDS,27.28
APCL,38.32
APCOTEXIND,67.35
APEX,9.17
APLAPOLLO,61.39
APLLTD,36.43
APOLLO,33.88
APOLLOHOSP,72.12
APOLLOPIPE,74.67
APOLLOTYRE,58.64
APOLSINHOT,87.6
APTECHT,28.76
APTUS,66.2
ARCHIDPLY,69.41
ARCHIES,54.73
ARE&M,43.72
ARENTERP,42.45
ARFIN,29.33
ARIES,52.08
ARIHANTCAP,10.27
ARIHANTSUP,39.49
ARIS,48.39
ARKADE,43.29
ARMANFIN,49.67
AROGRANITE,60.26
ARROWGREEN,58.12
ARSSBL,30.24
ARTEMISMED,47.61
ARTNIRMAN,99.26
ARVIND,41.71
