SYMBOL,DELIV_PER
20MICRONS,49.88
21STCENMGM,100.0
360ONE,66.41
3IINFOLTD,70.5
3MINDIA,53.21
3PLAND,91.06
5PAISA,45.56
63MOONS,53.34
A2ZINFRA,53.64
AAATECH,60.87
AADHARHFC,46.84
AAKASH,66.43
AAREYDRUGS,49.55
AARNAV,75.13
AARON,59.91
AARTECH,61.89
AARTIDRUGS,52.53
AARTIIND,46.73
AARTIPHARM,50.62
AARTISURF,67.47
AARVI,68.39
AAVAS,70.19
ABB,46.77
ABBOTINDIA,44.74
ABCAPITAL,46.55
ABCOTS,51.91
ABDL,41.98
ABFRL,52.74
ABGSEC,100.0
ABINFRA,44.33
ABLBL,92.06
ABREL,53.47
ABSLAMC,58.56
ABSLBANETF,62.82
ABSLLIQUID,77.48
ABSLMSCIN,98.9
ABSLNN50ET,74.45
ABSLPSE,75.02
ACC,47.81
ACCELYA,60.48
ACCURACY,90.38
ACE,45.55
ACEINTEG,92.13
ACI,31.64
ACL,91.63
ACMESOLAR,56.81
ACUTAAS,47.01
ADANIENSOL,30.98
ADANIENT,33.68
ADANIGREEN,21.74
ADANIPORTS,38.47
ADANIPOWER,35.62
ADFFOODS,44.56
ADL,62.35
ADOR,58.89
ADROITINFO,70.33
ADSL,46.04
ADVAIT,41.49
ADVANCE,43.27
ADVANIHOTR,63.25
ADVENTHTL,60.0
ADVENZYMES,67.3
AEGISLOG,39.18
AEGISVOPAK,34.38
AEQUS,47.75
AEROENTER,43.47
AEROFLEX,31.82
AERONEU,48.41
AETHER,57.64
AFCONS,47.51
AFFLE,58.55
AFFORDABLE,51.44
AFIL,73.32
AFSL,58.37
AGARIND,61.75
AGARWALEYE,58.53
AGI,72.5
AGIIL,30.9
AGROPHOS,55.38
AHCL,38.78
AHLADA,78.05
AHLEAST,90.11
AHLUCONT,55.72
AIAENG,59.31
AIIL,40.11
AIRAN,67.39
AIROLAM,66.18
AJANTPHARM,53.84
AJAXENGG,76.57
AJMERA,42.38
AJOONI,68.4
AKASH,65.76
AKG,50.82
AKI,89.2
AKSHAR,76.13
AKSHARCHEM,75.42
AKSHOPTFBR,74.7
AKUMS,49.57
AKZOINDIA,46.93
ALANKIT,75.5
ALBERTDAVD,58.21
ALEMBICLTD,54.18
ALGOQUANT,20.06
ALICON,54.36
ALIVUS,51.06
ALKALI,59.62
ALKEM,44.2
ALKYLAMINE,43.41
ALLCARGO,45.09
ALLDIGI,66.05
ALLTIME,60.02
ALMONDZ,83.61
ALOKINDS,53.78
ALPA,74.65
ALPHA,58.84
ALPHAETF,58.29
ALPHAGEO,52.09
ALPL30IETF,54.76
AMAGI,78.7
AMANTA,57.65
AMBER,33.79
AMBICAAGAR,98.53
AMBIKCO,60.28
AMBUJACEM,51.16
AMDIND,80.76
AMJLAND,70.87
AMNPLST,52.2
AMRUTANJAN,57.87
ANANDRATHI,46.04
ANANTRAJ,41.91
ANDHRAPAP,66.39
ANDHRSUGAR,50.49
ANGELONE,34.25
ANIKINDS,98.44
ANMOL,58.7
ANTELOPUS,20.8
ANTGRAPHIC,91.95
ANTHEM,77.49
ANUHPHR,66.02
ANUP,46.33
ANURAS,38.67
AONEGOLD,60.46
AONELIQUID,59.74
AONENIFTY,62.9
AONESILVER,86.85
AONETMMQ50,63.52
AONETOTAL,62.13
APARINDS,29.18
APCL,43.32
APCOTEXIND,63.58
APEX,25.16
APLAPOLLO,54.21
APLLTD,48.91
APOLLO,34.05
APOLLOHOSP,65.05
APOLLOPIPE,43.89
APOLLOTYRE,51.66
APOLSINHOT,80.0
APTECHT,60.12
APTUS,58.59
AQYLON,65.19
ARCHIDPLY,67.67
ARCHIES,54.01
ARE&M,48.68
ARENTERP,68.82
ARFIN,27.53
ARIES,45.94
ARIHANTCAP,39.18
ARIHANTSUP,27.38
ARIS,45.48
ARKADE,46.95
ARMANFIN,57.04
AROGRANITE,86.35
ARROWGREEN,54.81
ARSSBL,41.02
ARTEMISMED,38.72
